review_score,review_comment_message
3,"Demorou mas chegou. A produção foi lenta. Envio após confirmação de pagamento também. No mais, a greve dos caminhoneiros afetou a entrega. "
4,boa...
1,"Recebi apenas uma bolsa, e eram 2"
5,Entrega rápida
5,Chegou tudo certo um ótimo trabalho 
1,Chegou apenas a nota fiscal 
4,Então recebi um produto diferente da imagem que vi na internet.... 
5,Na minha opinião a loja foi eficaz e até mesmo antecipou a entrega que foi feita bem antes do prazo programado!
3,São duas peças e eu só recebi uma
5,"Rápida entrega, produto bem embalado, agora só iniciar a leitura."
5,Veio em ótimo estado!  Antes do prazo desejado.👏👏👏
1,Prazo de entrega gigante e mesmo assim conseguiram atrasar a entrega.
5,Recebido e certinho.
3,Eram duas cadeiras chegou apenas uma
1,"Na foto o modelo é sh013, recebi um sh012"
5,N/c
4,Achei o produto pequeno para uma cama king ou até mesmo queen
1,Protetor de baixa qualidade... faz barulho e esquenta... não recomendo!
5,Recomendo o produto e vendedor. Tudo ok na compra
5,"tudo certo, entrega rapida e produto de boa qualidade"
5,satisfeito com a compra
1,Paguei por dois produtos..  Só entregaram um  Vou recorrer na justiça 
5,Gostei muito e recomendo pra todas minhas amigas 
4,Produto chegou antes do tempo previsto
5,Muito bom o serviço de vcs gostei muito o produto chegou no prazo
5,Parabéns pela rapidez na entrega.
5,Já comprei várias vezes e recomendo. É confiável
5,"Site seguro,eu recomendo para os colegas que realmente estejam interessado em fazer a sua compra neste site."
3,"Recebido a pouco, ainda n tomei"
4,"O relógio veio solto dentro da caixa, não tinha nenhuma caixinha dentro da caixa principal para proteger. Achei estranho pq vi na net que estes relógios sempre vem com caixinha para depois guardar. "
5,entregaram antes do prazo.
5,Adorei
5,Produto de qualidade
5,Recomendo
1,sem pontualidade
2,"O produto não tem nada a ver com as fotos do site , não recomendo de forma alguma"
1,Boa noite. Solicitei a fronha preta e recebi marrom...
5,"Testando o produto! Tudo em ordem por enquanto! recomendo! Muito obrigado, lannister"
2,Comprei dois produtos e recebi apenas um.
5,Excelente produto. Entregue muito bem embalado. Perfeito igual na foto e na descrição. 
3,"O produto é ótimo , porém veio na caixinha de um outro produto . Um GPS."
5,Parabéns entrega super rápido... amei
5,Top
4,"A data de entrega do produto era até 6 de dezembro e o produto chegou no dia 22/11/2017, bem adiantada."
1,"Comprei um produto dia 06-09-2017 e até hoje não recebi, o número do pedido: 02-6502 47333"
5,Veio perfeito do feito que eu queria super recomendo.
1,Meu Produto Ainda Não Foi Entregue.
1,"Não recebi o produto, não sei o que aconteceu e ninguém me deu satisfação, preciso do produto.  Aguardo resposta."
1,"Paguei por dois relógios, porém a empresa só enviou um dos produtos."
1,"Não recebi o produto, pois não recomendo esta loja, mais a responsabilidade é das lojas lannister  "
1,"O produto não serve para a Side by Side SS77X, conforme anunciado.  Já solicitei a devolução."
5,Recebi todos os produtos bem certinho e no prazo. O sling é lindo e de um tecido muito bom!
4,"Atendimento excelente,o produto chegou antes do prazo.Cliente satisfeito.  "
2,Chegou o produto mas está faltando 1 paguei dois e chegou 1 😣.
3,"Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois."
5,O produto não foi exatamente conforme foto. Porém mesmo assim será utilizado para outro fim.
1,"Produto de má qualidade, de material frágil e diferente daquele ofertado.  Não é sequer robusto e apresenta falhas na fabricação. Como faço para devolver?"
5,Tudo dentro do esperado. 
5,Atendeu no prazo
1,Produto não entregue = consumidor insatisfeito. Preciso de retorno do stark se o produto ainda será entregue ou não.
4,O produto é bom.  Chegou antes do prezo 
4,Muito eficiente a empresa . E ótimo atendimento.
5,"Eu sou cliente das lannister, e sempre fui bem atendido, o produto sempre chega em perfeitas condições, e antes do prazo, recomendo."
5,"Lindo <3     super indico, rapidez na entrega."
5,"Adoro comprar na lannister pela clareza das informaçoes, acompanhamento do pedido, tempo que chega, muito rápido!  Cada vez melhor, estão de Parabéns!  Sempre fui e sempre serei cliente lannister.c"
4,"O produto não é original, mas é uma 2° linha boa,por enquanto estou gostando, vamos ver se ela mantém o padrão de qualidade durante os jogos daqui em diante"
5,Amei produto muito bom e lindinho 
3,"O produto depois de muito tempo da compra, fui informado que não tinha disponível. Cancelei a compra e estou aguardando o estorno do valor no meu cartão de crédito."
1,"Vi pela internet que o produto é falso, dentro da capsula nao tem o pozinho vedadeiro, mega chateada ."
5,muito bom
1,"Imediatamente após eu efetuar o pagamento, recebi um email avisando que o produto não estava disponivel. Entrei em contato com o baratheon 02 vezes, mas não querem devolver meu dinheiro. "
4,"Apesar da entrega dentro do prazo, a embalagem estava levemente danificada."
5,"Muito bom,"
5,Lindo!   Pintura bem feita. Ainda não testei.  Entrega rápida.
2,Só recebi um dos produtos comprados
5,Produto conforme informado.
5,Entregue antes do prazo e fiquei satisfeito com o produto
3,Recomendo
1,Produto de péssima qualidade!
5,"Loja muito segura cumpriu todas as normas adotadas, ta de parabéns "
5,"Excelente vendedor, rápido no envio do produto, com certeza farei mais compras neste vendedor. "
4,Pedido entregue antes do prazo previsto em boas condições.
1,Até o momento não recebi o produto 
5,"tudo certo com a compra,produto perfeito e entrega sempre antes do prazo,nota 10."
3,"demorou muito a chegar, mas não sei se a culpa foi do vendedor..."
2,A qualidade do produto não foi a esperada. 
5,"O produto que eu adquiri, é ótimo! E a entrega foi bem rápida. Com certeza vou indicá-los. muito obrigado"
1,Comprei um relógio e na descrição do produto estava acompanhando a caixinha e não veio. Me senti enganada! Enviei email e não tive retorno.  A descrição do produto deve ser real para os consumidores.
3,O produto não foi entregue no prazo informado. Porém a empresa me enviou por Sedex para que não ficasse muito longo. Sorte que eu não tinha pressa do produto. Minha avaliação fica como média
5,Chegou antes do prazo e o produto é exatamente pedido o que eu queria
1,Produto que chegou é apenas ok. Mas faltar é grave
4,"Tudo certo,mas na foto do site submario o fone aparecia com um cabo p2 auxiliar que não venho com o produto."
5,"A entrega estava prevista para o dia 25 de julho chegou bem antes acabou de chegar , no dia 6 do mesmo . muito feliz ,com a targaryen"
1,A entrega não foi realizada até o momento.
5,Como no anunciado. Belíssima.
4,ok
5,A compra do produto e sua entrega foram realizadas de forma satisfatória Naõ houve contratempo algum Tudo correu sem maiores contratempos 
3,"Compatível com o valor ,a entrega super rápida. Parabéns pra lojas!!!   "
3,"COMPREI 02 JOGOS DE LENCOIS DE CETIM E UMA COLCHA, MAS ATÉ AGORA SÓ RECEBI O JOGO DE LENCOL COR COBRE. O QUE HOUVE????"
5,O stark esta de parabéns...
1,"O prazo de entrega era até o dia 16/03 e ainda não recebi, comprei para dar de presente esperando que chegasse até o dia do prazo e não foi o que aconteceu. "
5,Excelente!
3,Produto excelente!  So veio a cor errada. 
5,Amei o produto e chegou rapidinho.
1,"Faz dois dias que o prazo da entrega venceu e o produto ainda não chegou, inclusive já foi pago parcela no cartão de crédito."
2,"Não prestei atenção no anuncio, não gostei do material, sinceramente não compraria novamente."
1,"Meu produto não foi entregue até agora. A previsão de entrega era 04/04 e até hoje, 06/04, nada."
3,tive q passar a manha no correio...mas ta ok
1,"vou avaliar quando receber meu outro produto.Comprei dois do mesmo e recebi um.Porttanto, não considero que o pedido foi entregue"
2,Não me enviaram o meu pneu ainda 
1,"COMPREI 05 COPOS E RECEBI APENAS 01 COPO, POR FAVOR SOLICITO A ENTREGA DOS DEMAIS COPOS QUE FIZ A COMPRA E EFETUEI O PAGAMENTO"
4,"Entrega super rápida, produto de boa qualidade. "
5,Muito bom
5,"Totalmente responsáveis, produto entregue, informação dada ao cliente, preocupação com o cliente. Recomendo."
5,"Recebi bem antes do prometido, em perfeitas condições. Nota 1000"
4,AINDA NÃO RECEBI O PRODUTO
5,Muito bom
5,entrega foi super rápida!
5,Amei super recomendo.
4,Produto de qualidade e loja séria na entrega.
1,Capa é para o redmi note 4 e não o redmi note 4x. O sensor de infra vermelho ficam em lugares diferentes. Um absurdo!!!! 
2,Fiquei esperando um mês pela minha compra e hoje recebo a confirmação de cancelamento da minha compra. Esperei esse tempo todo pelo produto e agora não vou receber.
2,comprei uma cor e veio outra!  veio faltando os discos de freio!  mandei um email assim que abri   a embalagem e ate agora nao   obtive resposta....
3,"Eu não entendi o que houve, pedi 2 cadeiras e só veio 1. Estou no aguardo da segunda cadeira, espero não ter problemas com isso..."
5,"Entrega super rápida, e produto de qualidade."
5,O produto chegou em 3 dias.
3,Deveriam especificar o material do produto bem inferior a foto
5,Relógio muito bonito e funcionando bem. Ficou perfeito na sala. Recomendo o produto.
1,"Quando fui comprar o produto, dizia que havia em estoque.  Quando comprei, o produto ficou pendente pq não havia mais no estoque. Porém foi descontado do meu cartão."
1,Até agora meu produto não chegou. Está em transito ainda. Infelizmente. Espero q chegue logo 
2,"Foi entregue na data,só acho que a taxa de entrega poderia ser mais em conta.  "
5,Rápida entrega porem colocaram só meu primeiro nome foi difícil fazer a retirada no correio
1,quero devolver o produto comprei um veio outro;;;  quero meu dinheiro de volta. 
1,"A empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.  Não recomendo de jeito nenhum está empresa, e a su"
4,recomendo
1,ainda aguardo o envio do meu produto. Está em atraso.
2,"BOM DIA VENHO INFORMAR QUE O PRODUTO NÃO FOI ENTREGUE EM MINHA RESIDENCIA, FAZENDO COM QUE EU GASTASSE DUAS VEZES , UMA COM TAXA DE ENTREGA E OUTRA COM A NECESSIDADE DE IR BUSCAR NOS CORREIOS. "
3,"faltou um produto, a compra foi dois, e entregaram somente um"
5,"Muito bonito, aparenta qualidade. Ainda não o apliquei, por isso não posso falar quanto a aderência do mesmo. Pelo custo beneficio RECOMENDO."
5,muito bom.
3,"DEMORA NO PRAZO DA ENTREGA PRA UM FRETE TÃO CARO, VÁRIAS LOJAS E VÁRIAS TAXAS DE TRANSPORTE"
5,Adoro a lannister!
5,Excelente qualidade .. recomendo o produto
4,"RECEBI A ENCOMENDA ANTES DO PRAZO ESTIPULADO, PORÉM O PRODUTO É DE QUALIDADE BEM RUIM, UMA DAS ALÇAS SOLTOU NO PRIMEITO USO."
5,Ótimo produto e entrega rápida. 
3,Nenhuma
5,Produto lindo e de ótima qualidade!
3,"Comprei um quadro mes passado, falaram q iria chegar no comeco do mes mais ate ahora nada"
1,PRODUTO CHEGOU NA MINHA RESIDÊNCIA TODO QUEBRADO ATÉ AGORA NÃO CONSEGUI EFETUAR A TROCA UMA FALTA DE RESPEITO!
5,"Produto entregue nao só dentro do prazo e sim muito antes do esperado por mim, e produto embalado de forma excelente!"
5,Chegou bem antes do prazo. Produto veio certinho e bem embalado. 
5,Ótimo produto!  Entregue antes do prazo!  Satisfeito! 
5,Produto chegou em perfeitas condições !!
5,Ótimo produto grande e de fácil montagem eu recomendo com certeza 
3,Muito bom
4,Produto conforme anunciado e entrega dentro do prazo. 
5,7 dias antes do prazo recebido 
1,"Duas coisas inquietantes: na nota fiscal só consta 1 frasco, deveria ser 6; a inf. nutricional dá 100% de V/D por cápsula e o modo de usar recomenda o consumo diário de 2 cápsulas."
5,"Chegou relativamente rápido, antes do prazo previsto, produto lindo, condizente a foto, e veio em perfeito estado, muito bem embalado.  Parabéns pelo cuidado e carinho com o cliente."
4,"Produto chegou, adorei, porém a entrega poderia ser mais célere. Quando estava comprando, dizia um prazo na tradicional, quando encerrei a compra, o prazo se estendeu."
4,O calor do frete saiu quase a metade do preço do produto. Acho q precisa avaliar esse valor. 
5,"Linda as peças, ficou uma maravilha."
1,"tive que retirar no correio, não avisaram que eu teria que me deslocar para retirar, não entregaram em casa."
5,Entregue com rapidez e o produto é muito bom
2,"efetuei a compra de dois (02) toner e recebi somente 01. Já comuniquei a empresa que emitiu a nota fiscal, estou aguardando a resposta."
5,produtos top
5,gostei muito!
5,Empresa comprometida com o atendimento ao cliente e idônea nos produtos que vendem 
3,"Eu recebi o produto, entretanto o wireless do controle fica oscilando e ele funciona melhor somente ligado diretamente no Xbox."
5,Muito bom recomendo
4,RECOMENDO
5,"Recebi o produto dentro do praza! Ótimo produto, estou muito satisfeito."
5,Chegou antes do agendado. Já conhecia o produto. Maravilhoso.
5,Chegou muito antes do prazo previsto
5,"Produto entregue antes do prazo, chegou muito bem embalado e funcionando corretamente."
5,Tudo correu conforme combinado. Entrega feita mais rápida do que pré determinada.
2,Houve atraso na entrega e o produto veio sem o manual e sem o pino de proteção contra água.
5,Excelente produto! Lindo jogo de lençol de casal! Produto entregue dentro do prazo previsto! Muito satisfeita!
5,"Livro maravilhoso,muito aprendizado, a entrega veio antes do prazo previsto!"
4,"Entregue bem antes do prazo, gosto de comprar neste site pela rapidez e segurança "
1,O produto não veio conforme o esperado.
3,aguardando o produto desde dia 13
5,parabens lojas lannister
5,ok
1,"Comprei duas cortinas e recebi apenas uma.  Era pra dar de presente,infelizmente não deu certo."
3,Um relógio veio com alguns leds queimados.
5,Meu produto foi entregue até antes do prazo vocês estão de parabéns!!
5,"Produto Maravilhoso, exatamente como anunciado! Amei e já coloquei! Recomendo muito!"
5,Tenha sempre esse atendimento ao cliente .
1,Não recebi o produto em casa. Sendo que tem gente a todo momento em casa para receber. Por favor informe o nome da pessoa que recebeu...já perguntei a todos aqui e ninguém recebeu o produto.
1,GOSTARIA DE SOLICITAR A ENTREGA DO PRODUTO NOVAMENTE. AGUARDO
5,"adorei a capa,muito linda"
4,"Quando Comprei o prazo era um e depois de comprar aumentou em uns 20 dias, recebi antes, porém o vendedor nunca atualizava as informações no site."
5,"Ainda não instalei, mas aparentemente é bonito e de boa qualidade."
5,entrega rapida produto otimo
5,Muito boa
5,Muito bom o produto que comprei
5,OTIMO ENTREGOU NO PRAZO PARABENS 
5,Produto entregue antes do prazo
1,Produto com defeito
3,Foi entregue apenas parte do pedido
1,"Não recomendo, entrega era dia 19/01 e até o momento nada ainda e nem resposta."
4,"quanto ao prazo a loja esta de parabéns, mas em questão ao produto não, pois o produto que me foi entregue foi totalmente diferente do que comprei."
1,"Já entrei em contato varias vezes e não me dão retorno. Fiz o pedido dia 24-01-18 e até hoje, dia 09-03-18, não recebi minha encomenda. Uma verdadeira falta de respeito. "
5,Excelente produto! Recomendo!
5,Produto entregue dois dias após a compra. Empresa parceira extremamente eficiente!
5,Produto aprovado!
5,maravilhoso
5,"Excelente produto, entrega mais rápida do que o esperado"
5,Gostei muito. Cumpriu com as caracteristicas do produto e entrega muito antes do prazo proposto. 
4,Ótimo produto entrega rápida 
1,Não recebido 
3,"Só não dou nota máxima porque os cartuchos que comprei vieram em uma embalagem sem proteção, e um dos cartuchos chegou a ficar com a caixa rasgada e aberta."
5,excelente prazo de entrega
5,"produto maravilhoso, conforme demonstrado no site, chegou até antes do prazo final."
4,"Até hoje tenho recebido o que a loja prometeu, que é importante para continuar no mercado"
5,"Efetue a compra de um produto e acabei recebendo outro, totalmente diferente."
1,"Além do produto não ter chegado, não me respondem"
1,"Esta loja, não entrega os produtos juntos. Quando são comprados mais de uma unidade, e se entra em contato com eles, fazem pouco caso da situação. "
5,Otimo produto. Chegou antes do prazo. 
5,otimo
5,produto excelente qualidade...
1,"no site o produto ta de uma forma e quando me enviaram enviaram na cor errada, sendo que nao tinha opções de cores, e no anuncio o produto era branco"
3,sempre compro neste site muito bom
1,Estou aguardando contato para saber o que aconteceu com o produto. Pois pedi dois e chegou apenas um.
5,Produto excelente. Chegou antes do previsto. Excelente qualidade e acabamento. Show! 
1,Não gostei da qualidade do enchimento das almofadas
5,"uma loja muito seria o que vende,cumpre com prazo direitinho   otima   "
5,Não tenho
1,Tenho receio de que o relógio é uma réplica 
5,Obrigada 👏🏻👍🏻
1,"Apesar da entrega rápida, o produto é de má qualidade. Trata-se de um relógio 3em 1 (relógio, bússola e termômetro), mas a bússola não funciona..."
4,Produto correto e entrega dentro do prazo
5,Produto entregue conforme informado e entrega feita antes do prazo dado. Parabéns!
4,compra perfeita e entrega ok
4,"APESAR DE IMPREVISTOS, TUDO DEU CERTO E FOI ENTREGUE NO PRAZO. OBRIGADA"
5,Entregou em um dia!!!
1,"Produto chegou com embalagem violada, rasgada e o produto era usado, com marcas de instalação. Mais de 20 dias e não trocaram. Fazendo devolução do produto. Sem comprometimento com o cliente."
5,100%
4,Satisfação com os produtos e tudo entregue no tempo certo. Obrigada!
5,muito bom atendimento
5,.
5,"Realizei uma compra desse pendente e quando chegou em casa decidi comprar mais um para fazer a composição na mesa de jantar! Amei, só fiquei chateada de ter que pagar o frete 2 vezes!"
5,Recebi o produto que eh falso quero meu dinheiro de volta 
5,Tudo ok
4,o produto chegou sem problemas
5,Pedido enviado com antecedência e produto super bem feito. Qualidade da encomenda e embalagem 100%
1,O produto ainda não foi entregue e já passou do prazo.
5,Conforme combinado e no prazo estabelecido.
5,lannister a melhor!
1,Ruim
5,Produto chegou antes do prazo
3,Produto muito barulhento e a velocidade dele ocila muito e trava tb  Nao recomendo ou o meu veio com defeito 
5,qualidade boa
5,Muito boa compra
2,Recebi o produto errado na nota fiscal consta slim patch mais recebi um instantly ageless no lugar 
1,Apenas no dia que deveria receber a mercadoria fiquei sabendo que não seria enviada por motivos de defeito e não teriam a reposição do mesmo produto.
5,Parabéns!!!!
5,Produto muito bom. Cumpre o que promete.
2,Bom
5,Loja confiável !
3,"Boa, porém Spotify não funciona, mostra opção de facebook e não entra. É um pouco lenta também!! "
5,adoro comprar nessa loja ...é fácil    sem complicações....e chega rápido...
5,Ainda nao deu tempo de avaliar o cha em si mas com relacao a compra e a entrega tudo tranquilo.
5,Marerial  De qualidade.. o tamando  Ficou perfeito
5,Amei meu pendente .. exatamente como eu queria! Veio antes do prazo e bem embalado
5,Bolsas lindas eu amei e a entrega em dia.Eu recomendo para quem não quer bolsas muito grande.
5,"O produto é bom sim, muito bonito, macio e bem grande, mas achei um pouco fino. "
5,Produto muito bom eu recomendo 
1,O produto veio com defeito na lâmina dourada e o mesmo não corta nada.   Esperando a troca do produto para uma nova avaliação.
5,"Bom,eu recomendo o vendedor!!"
5,"Tudo em perfeito estado e bem antes do prazo, ótimo atendimento.   "
4,"produto está de acordo com o que é vendido, mas a qualidade do material e baixa."
5,"Adorei , entrega super rapida produto de otima qualidade. Parabéns a loja "
1,Péssimo.
5,DEMOROU 1 POUCO ...MAS CHEGOU CERTO....OBG
4,"Ótima rede para levar ao parque, pena que não aguenta um casal, mas dá para tirar um lazer."
4,"tirando o detalhe de a cadeira vir com algumas manchas, tanto na parte branca como na rosa manchada de preto, o material é um pouco mais fragil. mas mt bonita, vale pra quem quer mesmo com esse estilo"
5,Recebi bem antes do prazo
5,"produto excelente, entregue antes do prazo recomendo"
3,O unico problema é queéo aplicativo nao avisa o andamento do produto
5,ecelente
1,base de acrilico veio trincada e tem vazamento envolta da torneira 
1,nao recebi
5,"Poderiam treceirizar as entregas, porque meu pedido foi pelos correios . Não sei já estão. Obrigada. "
5,adorei
5,OBRIGADO PELA ATENÇÃO MINHA COMPRA FOI ENTREGUE ATE ANTES DO PRAZO
1,O produto veio quebrado e na cor errada aguardo a troca.
5,De ótima qualidade. Cerdas super macias.
5,mt mboo
5,"Parabéns pela extrema qualidade do produto, bem como na entrega do produto, parabéns... Recomendo à todos!!!"
5,Foi entregue no período mencionado. Veio embalado e seguro. E veio o produto certo.
5,Produto exatamente com imaginei. Lindo.
5,Recomendo sim pois vem antes do prazo produto de ótima qualidade sempre pensando no cliente
5,Produto correto e rápida entrega
5,"Excelente qualidade, adorei e recomendo!!"
2,A máquina tem um acabamento fantástico e é muito resistente eu indico valeu a compra!
3,"O relógio chegou sem funcionar, e não é original Oakley. "
5,bom..
4,"produto entregue no prazo , estou testando não sei informar se realmente é bom e vai surtir o efeito desejado."
5,"A capa é bem simples, mas pelo preço vale a pena. recebi bem antes do prazo."
5,Recomendo
1,"muita demora na entrega, não dão satisfação "
2,"A capa não tem acabamento,parece que não terminada a costura o produto nãotem qualidade lannister  "
5,Recomendo a loja.
5,Muito rápida mesmo com paralisação dos caminhoneiros não atrasou a entrega.  Gostei muito. 
4,Adorei o produto. Otima qualidade.
5,"Muito lindinho, chegou no prazo, funciona muito bem amei."
5,Ok
5,"A princípio fiquei com receio por não ter nenhuma avaliação aqui, mas pesquisei mais informações sobre a empresa e comprei e super recomendo. O aparelho chegou com 10 dias e veio sem nenhum defeito."
5,Indico.. chegou td certinho!
5,Ótimo
5,Produto entregue corretamente e com muito boa qualidade em seus produtos
3,"Recomendo, pois o produto adquirido é muito lindo e com ótimo acabamento... masss... veio uma unidade com o vidro quebrado. E agora? Quem poderá resolver esse pequeno problema? Obrigado... :))"
5,"Produto muito bom, bonito, e entregue antes do prazo! Como nas demais compras nas lannister."
5,Ótimo produto!  Perfeito!  Exatamente como descrito.  Recomendo!
4,bom
5,Bom
5,Super recomendo...foi entregue antes do dia previsto...
1,Meu produto veio faltando com 5 quantidades e apenas recebi 4 e ninguém me atende no sac ou me da alguma satisfação 
5,Otimo vendedor ..
1,As medidas que constam no site estão diferentes do produto entregue.
3,Ainda não recebi 
1,Pelo número de rastreio o produto foi postado no prazo mas não chegou ao seu destino. Possivelmente houve extravio. Por isso abri ocorrência no fale conosco no site dos correios
5,nunca comprei produtos pela internet essa foi a primeira vez e vou recomendar para os amigos e familiares muito grato
5,Entrega antes do previsto. Produto atende a expectativa.
5,Ótimo produto! Recomendo
5,O produto foi entregue até antes da data prevista. Fiquei satisfeita com a compra.
5,"O produto chegou no prazo, e acondicionado corretamente, sem avarias ou divergência. Só a película que dá uma diferença da tela do smartphone de 2mm apróx. e pode comprometer a proteção, fora isso ok."
2,"A entrega foi ótima, bem antes do prazo. O produto é que é péssimo, não sintoniza as estações, só tem um botão para várias funções. Não recomendo."
3,"Produto bom - nem mais nem menos - entrega demorada, mas dentro do prazo."
5,"As mamadeiras Philips Avent são ótimas, fortes e resistentes. Recomendo a todos os papais e mamães com seus filhos! Produto entregue antes so prazo e em perfeito estado!"
1,Péssima qualidade pano ruim todo ruim não é o que apresenta no site quero ser ressarcida quero fazer devolução por por incrível que pareça já solicitei a soltado evolução e quero meu dinheiro
1,Péssimo produto
5,Fiquei satisfeita com a compra.
1,"não gostei, efetuei a compra, paguei pelo frete, e o produto esta nos correios bem longe de minha residencia, quero meu estorno."
1,"Todo correto, exceto o produto que é de péssima qualidade."
5,Entrega no prazo e amei meu produto.
3,"A política de frete não faz sentido. Tentei adquirir mais de um produto nessa mesma loja, na mesma compra e isso resultaria em pagar o dobro do frete. Desisti da compra de um dos produtos por isso. "
5,"Chegou antes da data, excelente produto "
1,O material da mochila ficou a desejar.
5,Ótima entrega!
3,o produto veio embalado em jornal que grudou um pouco na pintura e ficou uma mancha no produto. Poderiam ter embalado de outra forma!
2,Kd o rôdo?
1,Maior controle de estoque.... colocar l produto como indisponível antes do cliente comprar para q não tenhamos todo esse transtorno no cancelamento.
5,A loja tem ótimo atendimento.O produto chegou antes do prazo previsto e além do mais são atenciosos.Parabéns!!
5,"Produto atendeu minhas expectativas, muito lindo!"
5,Muito bom
5,"produto bom   ótimo site, eu recomendo "
5,"Bolsa simples, mas útil e boa!  "
4,lannister.com compra segura pela web!
2,"Comprei 2 produtos e recebi apenas 1 e até agora ainda não recebi o outro e consta como entregue, pois só veio um código de rastreio"
5,recomendo o produto porque achei muito bom.
5,eu recomendo otimo trabalho e produto  bom .              
3,Confiavel  
1,Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e não consigo. Já enviei reclamação e solicitação de resposta varias vezes sem retorno. 
1,Muito prazo e nenhum cumprido
5,"Chegou antes do esperado, muito Bom!"
4,Entrega rápida bom serviço 
5,Recomendo todas as lojas parceiras da americana porém só compro nesta loja online porém nunca tive nenhum desconto nenhum cupom .
5,Produto chegou muito rápido e sem nenhum problema
4,Compraria mais se o frete fosse gratuito.
4,Recebi o produto antes do prazo td ok. Recomendo a todos.
4,Boa
5,"RECEBI O PRODUTO DE BOA QUALIDADE , MAS COMPREI NO TAMANHO ERRADO, VOU DEVOLVER O PRODUTO POIS NÃO CANE NO MEU CELULAR"
1,"informaram que o produto foi entregue em 24/3 , não confirmo a informação! Peço informar local , horario e quem recebeu ?"
5,"Como de costume, a lannister manda muito bem no serviço e o relógio era tudo que eu esperava, estou muito satisfeito"
4,Muito bom .recomendo
5,Produto chegou bem antes do previsto.
5,"SUPER RÁPIDA,SUPER RECOMENDO"
1,pessimo
5,"Gostei muito do produto, pelos macios "
5,Gostei! Bem embalado. Perfeito. 
1,Estou esperando até hoje.
1,"COMOREI 4 VIDROS DE VITAMINA D3 PAGUEI UM FRETE CARO E SÓ RECEBI 3 VIDROS. QUERO RECEBER O QUARTO QUE TUDO CUSTOU R$ 260,00"
4,Bonitos os relógios mas o dourado deveria estar especificado a cor no tom do dourado !!!! Mas ele e muito bonito. 
5,"Compro sempre e recomendo a todos, mercadoria chega antes do prazo, produto de primeira,"
1,"O prazo máximo de entrega seria dia 27 de abril, e até a presente data não recebi o produto."
5,"Todo o processo foi de primeira, parabéns."
5,Loja nota 10
4,Luminárias de excelente qualidade e entrega super rápida 
5,Otima loja
1,Mandaram-me apenas uma creatina. Sendo q comprei duas. 
4,Boa
5,o prouto é da minha irmã.ainda não usou.
5,"Adorei o produto, recomendo!!!"
3,"Acontece que, na mesma semana, comprei outro relógio da mesma marca em outro site, e este enviou-me dentro de uma caixa da Orient mesmo, o que não aconteceu com o relógio comprado pela site lannister"
1,NAO GOSTEI POIS PAGUEI FRETE PRA CHEGAR EM CASA E TIVE QUE RETIRAR NOS CORREIOS.NAO SEI QUAL FOI O PROBLEMA POIS NIGUEM ME EXPLICA O MOTIVO FALTA DE RESPEITO TOTAL COM O CLIENTE.DEPOIS PEDE AVALIAÇAO
1,Até o momento não recebi a mercadoria ...estou aguardando ..vou cancelar a compra
4,"O produto tem-se mostrado excelente, só não dei cinco estrelas pois demorou chegar, no entanto, o atraso foi por conta dos correios."
1,Estou aguardando receber 
1,Não me entregaram o pedido tive que ir buscar no correio. 
5,foi muito bom 
5,"Excelente, compre um produto e recebi outro mais atualizado "
4,Bonitinho!
4,boa
5,"A entrega ocorreu dentro do prazo esperado, dentro da qualidade pretendida. Tudo Ok!."
4,"O produto é bom, porém imaginava que fosse maior.."
3,Ainda não recebi meu pedido.
3,Bom
5,Muito boa
5,Parabéns a loja online. Comprei o que estava procurando. Recebi o produto antes da data. Com produto de qualidade. Recomendo.
5,PRODUTO ENTREGUE ANTES DA DATA MARCADA. PARABÉNS
1,Ainda nao recebi o produto.
5,"recomendo, e produto muito bom"
5,Recebi antes do prazo o produto veio exatamente como descrito na publicação. Obrigada.
5,"Parabéns pelo respeito ao consumidor, sempre comunicando o caminho do produto, prazo de entrega e o produto entregue corretamente. "
2,"O produto foi entregue sim, inclusive antes do prazo. Veio exatamente o que escolhi, mas o produto veio com falha, parecendo até que já tinha sido usado. Deveriam ter mais cuidado e embalar melhor. "
5,Recebi o produto no prazo e dentro das expectativas. 
5,Muito bom o atendimento. 
2,Estamos aguardando nossa entrego dos produtos
1,"Produto errado,cor e tamanho errado, péssima qualidade."
5,Gostei muito do produto!!! Excelente.
5,muito bom.
1,Produto veio com a cor errada.
3,Bom
5,"muito bom atendimento, como sempre"
5,"Produto ótimo, amei."
1,"Não foi entregue o produto que comprei, enviaram outro produto e solicitei a troca, enviaram um voucher que não foi aceito pelo correios, tive que ligar novamente e reclamar, voltar no correios ...."
1,Comprei dois cobertores e recebi apenas um
1,Quando comprei pela internet dizia que era o modelo turbo e veio o simples. Como devo proceder ?
3,"Os produtos chegaram intactos, bem embalados,foram os que eu pedi.  Estou dando três estrelas pelo prazo que não foi cumprido!!!!"
3,Provável motivo - paralisação dos transportes
1,Lamento informar que ainda não recebi o produto adquirido.  Estou desapontado com as Lojas lannister. Sou cliente antigo e isto nunca aconteceu antes.  Peço prontas providências
